Symbol
HPQ
SRCL
LOPE
BF.B
DASH
NEU
BMY
TWTR
NWS
DG
BIO
SIVB
PETZ
NVDA
EL
HAYW
ELV
MLM
LITE
FWONA
PENN
FOX
BXP
GWW
IFF
SKX
CG
EQH
JAZZ
GE
PRI
PGR
UPS
TPL
HUYA
CCCS
CALX
CNXC
SBAC
RJF
XEL
WTM
ZTS
ADM
CLH
TAP
HUM
ITW
PLAN
TFX
EOG
ALGM
APTV
ESAB
CCK
VNT
TEL
TSP
ALK
NVAX
LYV
HD
STX
EIX
EGP
KMB
YETI
COF
HBAN
RMD
J
ANSS
KDP
L
LAMR
DNB
SHW
ABT
AL
A
DOX
RL
SCI
KRC
CB
NXST
SGC
NFE
LIN
TTWO
STLD
X
LSXMA
BERY
AIG
ES
SCCO
KHC
TSLA
ASH
FRT
NKTR
PCTY
KMX
VOYA
WEX
XOM
BYD
DNA
FSLR
FIS
ADP
BABA
GPC
AVLR
NYT
PB
MDB
BJ
STZ
BOKF
PPL
TNL
MRO
TDG
AMX
LPX
BK
XXII
BTI
DRVN
DHI
LSI
VTRS
CGNX
CVNA
MRK
NSC
OKE
CMPR
NLY
PTC
PYPL
SNX
PERI
BF.A
SNEX
CTXS
HPP
RS
SNDR
CHGG
LNC
OKTA
INGR
DISH
AEP
DTM
AZO
ENOV
ADBE
FCNCA
CC
GRMN
JKHY
EXPD
CFLT
NLOK
PINC
CS
JBLU
LAW
AN
PM
JCI
H
SOFI
SYK
WY
YQ
BBBY
SIRI
PEG
MTN
EWBC
WELL
AZTA
ESTC
SHLS
ROL
AM
DZSI
LFUS
SO
ALL
WM
MAN
WW
WSO
AYX
JHG
GOTU
SAM
DHR
APA
BOH
ORCL
CHRW
PAYX
AAL
MAR
MU
CIEN
CLR
LULU
CE
NUE
IR
MANH
CBSH
MCW
HLT
WWD
GOOG
SMAR
CACC
ZG
TPR
FDX
CF
RBLX
CSL
FCX
LNG
CSGP
AMG
MAA
EVR
UHAL
PNFP
AOS
AAPL
CAG
CLX
CMI
OHI
ZBH
JEF
QGEN
WRB
HZNP
GLPI
DXC
PCAR
HST
EPR
CTAS
SYF
CRWD
KMI
PANW
ULTA
WTRG
PK
PARA
DD
SWKS
AMH
DBX
IBKR
USB
HHC
Z
TSN
ARMK
VRT
DINO
SWK
G
INTC
JNJ
OLLI
PNR
MTCH
TRU
PEN
LYFT
ABMD
UMPQ
BMRN
COTY
PNW
SRC
GNRC
SKIN
GL
BKI
NVR
ISRG
SQ
RTX
MRTX
SCHW
BG
SITE
AMZN
STLA
STE
ESI
OC
DVA
DUK
STEM
MPC
TDY
XRAY
WAB
LLY
IAA
MRVI
MPWR
AMCR
INVH
PKI
TCS
VMI
WU
DEI
FITB
PCOR
CPB
CPA
F
MRCY
SKLZ
U
UHS
KEY
HAS
BURL
MNDT
NVT
FE
OSH
PHM
SMG
BRK.B
DRI
TFSL
LH
LRCX
SPCE
AIZ
UNVR
RE
HII
APD
CNP
EQT
UPST
OSW
LKQ
WMB
MSFT
HEI.A
INCY
MA
MKTX
NLSN
WHF
BC
TXG
AES
ANET
CHK
RDBX
MPW
PCG
TMUS
SON
UI
LAD
CNM
FBHS
IART
POST
VRSN
AWI
CHPT
CI
HTA
MKL
RIVN
AON
TECH
MNDY
TXN
XPEL
OMC
BKR
HOLX
OGE
SMWB
FENG
UTHR
ODFL
RNG
BRKR
MP
MSM
CHE
GILD
PRU
REXR
RHI
ACHC
ATUS
FDS
COST
CL
REGN
USFD
CHTR
MSCI
RELY
VRTX
SRPT
VICI
OGN
SLM
ITT
MASI
ERIE
MMC
O
OLPX
KR
SEIC
LUV
FND
KNX
RELL
CMA
PWSC
MOS
NAPA
AMT
WIT
XRX
CASY
STRY
TYL
BIIB
TOL
MCY
PSFE
EVRG
HE
CFR
SLVM
ETN
MCHP
CMG
SIX
ZBRA
FCN
GLOB
WOOF
IQV
MORN
OLED
HON
ABC
AGR
AMC
CTSH
DGICA
STOR
KIM
IDA
SNV
RUN
BEN
FAST
AZEK
GDDY
VSAT
AA
CERT
HUBS
ZION
WH
FLS
VNO
BX
AFRM
GD
W
EXC
HIW
DECK
WYNN
HSY
DKNG
SSTK
PLTK
MO
WHR
PPG
HES
QS
NOMD
EEFT
TT
MED
WMT
NNN
GO
ALLY
D
UDR
CINF
TGT
MRVL
AXS
BLD
GMED
JNPR
CEG
HWM
TWLO
META
ATO
WFC
ECL
COO
WOLF
ZM
ELAN
Y
ASA
CRM
CNA
R
LECO
RARE
DRE
CNC
DELL
PG
PLUG
TDC
CHD
CPT
CUBE
ICE
ED
ST
DOCS
SWCH
JBHT
BFAM
IRBT
DKS
FYBR
ETR
NBIX
RH
NOC
SPGI
DE
TMO
WDC
TTD
AVB
COLM
AIRC
AXP
IMKTA
AWK
AGCO
RGEN
AVTR
EXAS
VRSK
JBL
LEG
LNT
TW
GPK
NABL
PSX
T
SWI
AJG
KSS
NRG
ALB
VMC
CLF
OB
EMR
CCL
QDEL
DXCM
EEX
NET
BSX
CPRI
WTW
ALNY
AR
MGM
DGX
LEN.B
NDAQ
SLB
TDOC
PNC
DOV
NCLH
STT
SAR
BSY
BILL
HBI
CVLT
HUBB
UAL
MKC
FNHC
UONEK
LDOS
SNOW
IPGP
HSIC
STON
AMED
KD
KEX
VIRT
SAGE
FIVE
OTIS
CMBM
GFS
COIN
NTNX
BA
FRME
SLGN
FHB
REYN
SUI
NRZ
FICO
WIX
EQR
MRNA
AFG
FWONK
NOAH
DOW
FLIC
EMN
HUN
AMGN
MOH
QCOM
SRE
STNE
NCR
MTD
ALLE
ENTG
IT
CTRA
BAH
LHX
ESS
UNH
IEX
LEA
SNA
LSXMK
IP
EHC
NFG
PLTR
CTLT
GNTX
AGL
ROK
TPX
GIS
BANX
DVN
UWMC
CFG
GH
SGEN
CMS
LESL
MSI
TFC
DOCU
PII
TTC
VVV
JWN
KEYS
GME
UAA
RPM
DH
CZR
ONL
ZIMV
VMW
NTRA
DPZ
ABBV
ROST
BALL
THRY
WST
EW
YUMC
THG
AVY
PVH
MAS
NOV
MS
FISV
VAC
EXR
PSTG
PTON
WBD
CRL
AME
NTWK
GGG
DCI
CARR
LBRDA
SPG
TWKS
VZ
ELS
GM
RKT
UNP
GWRE
ALSN
AMBP
PRGO
XPO
BPOP
KNSL
HPE
EXPE
CW
MTZ
DDOG
THO
NKE
SNAP
SBUX
ALGN
IDXX
LUMN
WEC
KKR
ACN
ADT
SLG
ZEN
TRGP
BWXT
CBOE
ICUI
JAMF
URI
ORLY
REG
AZPN
COP
SAN
APH
DAR
SAIC
YUM
TRIP
DFS
PKG
SJM
INFA
SPY
KMPR
AEE
FVRR
MIDD
MSGS
NCNO
XYL
PXD
JPM
CLVT
CSCO
GXO
DTE
WTFC
ARE
KO
WWE
FNB
BWA
SYY
SABR
JLL
SPOT
HRL
GEHI
BYND
FTNT
MHK
HXL
PPC
RRX
WE
MCO
PINS
